Date and Time Downloaded : 04/21/2020 09:25:51 am"Health Facility Code","Health Facility Code Short","Facility Name","Old Health Facility Names","Old Health Facility Name 2","Old Health Facility Name 3","Health Facility Type","Ownership Major Classification","Ownership Sub-Classification for Government facilities","Ownership Sub-Classification for private facilities","Street Name and #           ","Building name and #","Region Name","Region PSGC","Province Name","Province PSGC","City/Municipality Name","City/Municipality PSGC","Barangay Name","Barangay PSGC","Zip Code","Landline Number","Landline Number 2","Fax Number","Email Address","Alternate Email Address","Official Website","Facility Head: Last Name","Facility Head: First Name","Facility Head: Middle Name","Facility Head: Position","Hospital Licensing Status","Service Capability","Bed Capacity"
"DOH000000000029516","29516","PULO BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," ","PUROK 5"," ","REGION IV-A (CALABAR ZON)","040000000","CAVITE","042100000","INDANG","042110000","PULO","042110027","4122"," "," "," "," "," "," ","GATDULA","TRINIDAD"," ","Rural Health Midwife","","",""
"DOH000000000029517","29517","TAMBO BALAGBAG BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," ","PUROK 1"," ","REGION IV-A (CALABAR ZON)","040000000","CAVITE","042100000","INDANG","042110000","TAMBO BALAGBAG","042110028","4122"," "," "," ","tin_leyba@yahoo.com"," "," ","LEYBA","KRISTINA MAYRA"," ","Public Health Nurse","","",""
"DOH000000000029518","29518","TAMBO ILAYA BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," ","PUROK IV"," ","REGION IV-A (CALABAR ZON)","040000000","CAVITE","042100000","INDANG","042110000","TAMBO ILAYA","042110029","4122"," "," "," "," "," "," ","RUPIDO","EUGENIA"," ","Rural Health Midwife","","",""
"DOH000000000029519","29519","TAMBO KULIT BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," ","PUROK I"," ","REGION IV-A (CALABAR ZON)","040000000","CAVITE","042100000","INDANG","042110000","TAMBO KULIT","042110031","4122"," "," "," "," "," "," ","RUPIDO","EUGENIA"," ","Rural Health Midwife","","",""
"DOH000000000029520","29520","TAMBO MALAKI BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," ","PUROK V"," ","REGION IV-A (CALABAR ZON)","040000000","CAVITE","042100000","INDANG","042110000","TAMBO MALAKI","042110030","4122"," "," "," "," "," "," ","RUPIDO","EUGENIA"," ","Rural Health Midwife","","",""
"DOH000000000029521","29521","ANAHAW I BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION IV-A (CALABAR ZON)","040000000","CAVITE","042100000","SILANG","042118000","ANAHAW I","042118050","4118"," "," "," "," "," "," ","CAMITAN","MARGIE","I.","Rural Health Midwife","","",""
"DOH000000000029522","29522","BALITE I BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION IV-A (CALABAR ZON)","040000000","CAVITE","042100000","SILANG","042118000","BALITE I","042118003","4118"," "," "," "," "," "," ","PEREA","HERMINIA","A.","Rural Health Midwife","","",""
"DOH000000000029523","29523","BUCAL BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION IV-A (CALABAR ZON)","040000000","CAVITE","042100000","SILANG","042118000","BUCAL","042118010","4118"," "," "," "," "," "," ","CORTEZ","CARMENCITA","T."," ","","",""
"DOH000000000029524","29524","IPIL I BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION IV-A (CALABAR ZON)","040000000","CAVITE","042100000","SILANG","042118000","IPIL I","042118051","4118"," "," "," "," "," "," ","DOMINGUEZ","ENGRACIA","M.","Rural Health Midwife","","",""
"DOH000000000029525","29525","KAONG BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION IV-A (CALABAR ZON)","040000000","CAVITE","042100000","SILANG","042118000","KAONG","042118018","4118"," "," "," "," "," "," ","COTONER","NENA"," ","Rural Health Midwife","","",""
"DOH000000000029526","29526","MALAKING TATYAO BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION IV-A (CALABAR ZON)","040000000","CAVITE","042100000","SILANG","042118000","MALAKING TATYAO","042118059","4118"," "," "," "," "," "," ","REBULANAN","TERESITA","A.","Rural Health Midwife","","",""
"DOH000000000029527","29527","MATAAS NA BUROL BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION IV-A (CALABAR ZON)","040000000","CAVITE","042100000","SILANG","042118000","MATAAS NA BUROL","042118028","4118"," "," "," "," "," "," ","CORTEZ","CARMENCITA","T.","Rural Health Midwife","","",""
"DOH000000000029528","29528","NARRA II BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION IV-A (CALABAR ZON)","040000000","CAVITE","042100000","SILANG","042118000","NARRA II","042118060","4118"," "," "," "," "," "," ","AGUSTIN","ANGELINA","A.","Rural Health Midwife","","",""
"DOH000000000029529","29529","NARRA III BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION IV-A (CALABAR ZON)","040000000","CAVITE","042100000","SILANG","042118000","NARRA III","042118061","4118"," "," "," "," "," "," ","AGUSTIN","ANGELINA","A.","Rural Health Midwife","","",""
"DOH000000000029530","29530","PALIGAWAN BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION IV-A (CALABAR ZON)","040000000","CAVITE","042100000","SILANG","042118000","PALIGAWAN","042118030","4118"," "," "," "," "," "," ","PEREA","HERMINIA","A.","Rural Health Midwife","","",""
"DOH000000000029531","29531","SAN MIGUEL II BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," ","MOLAVE STREET"," ","REGION IV-A (CALABAR ZON)","040000000","CAVITE","042100000","SILANG","042118000","SAN MIGUEL II","042118063","4118"," "," "," "," "," "," ","DESAGON","FRANCIS","P.","Rural Health Midwife","","",""
"DOH000000000029532","29532","SANTOL BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION IV-A (CALABAR ZON)","040000000","CAVITE","042100000","SILANG","042118000","SANTOL","042118044","4118"," "," "," "," "," "," ","BAYBAY","JESUCITA","M.","Rural Health Midwife","","",""
"DOH000000000029533","29533","ASISAN BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION IV-A (CALABAR ZON)","040000000","CAVITE","042100000","TAGAYTAY CITY","042119000","ASISAN","042119001","4120"," "," "," "," "," "," ","LEGASPI","DOLORES","B.","Rural Health Midwife","","",""
"DOH000000000029534","29534","BAGONG TUBIG BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION IV-A (CALABAR ZON)","040000000","CAVITE","042100000","TAGAYTAY CITY","042119000","BAGONG TUBIG","042119002","4120"," "," "," "," "," "," ","SANARES","DAN","T.","Public Health Nurse","","",""
"DOH000000000029535","29535","CALABUSO SOUTH BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION IV-A (CALABAR ZON)","040000000","CAVITE","042100000","TAGAYTAY CITY","042119000","CALABUSO SOUTH","042119007","4120"," "," "," "," "," "," ","ELEAZAR","ELISA","R.","Public Health Nurse","","",""
"DOH000000000029536","29536","DAPDAP EAST BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION IV-A (CALABAR ZON)","040000000","CAVITE","042100000","TAGAYTAY CITY","042119000","DAPDAP EAST","042119027","4120"," "," "," "," "," "," ","ELEAZAR","ELISA","R.","Public Health Nurse","","",""
"DOH000000000029537","29537","DAPDAP WEST BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION IV-A (CALABAR ZON)","040000000","CAVITE","042100000","TAGAYTAY CITY","042119000","DAPDAP WEST","042119003","4120"," "," "," "," "," "," ","ALCAZAR","ZENAIDA","S.","Rural Health Midwife","","",""
"DOH000000000029538","29538","FRANCISCO BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION IV-A (CALABAR ZON)","040000000","CAVITE","042100000","TAGAYTAY CITY","042119000","FRANCISCO (SAN FRANCISCO)","042119004","4120"," "," "," "," "," "," ","ALFEREZ","JOSEPHINE","R.","Rural Health Midwife","","",""
"DOH000000000029539","29539","GUINHAWA NORTH BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION IV-A (CALABAR ZON)","040000000","CAVITE","042100000","TAGAYTAY CITY","042119000","GUINHAWA NORTH","042119028","4120"," "," "," "," "," "," ","LEGASPI","DOLORES","B.","Rural Health Midwife","","",""
"DOH000000000029540","29540","GUINHAWA SOUTH BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION IV-A (CALABAR ZON)","040000000","CAVITE","042100000","TAGAYTAY CITY","042119000","GUINHAWA SOUTH","042119005","4120"," "," "," "," "," "," ","LEGASPI","DOLORES","B.","Rural Health Midwife","","",""
"DOH000000000029541","29541","IRUHIN EAST BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION IV-A (CALABAR ZON)","040000000","CAVITE","042100000","TAGAYTAY CITY","042119000","IRUHIN EAST","042119023","4120"," "," "," "," "," "," ","CRIZALDO","THELMA"," ","Rural Health Midwife","","",""
"DOH000000000029542","29542","IRUHIN WEST BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION IV-A (CALABAR ZON)","040000000","CAVITE","042100000","TAGAYTAY CITY","042119000","IRUHIN WEST","042119006","4120"," "," "," "," "," "," ","CRIZALDO","THELMA"," ","Rural Health Midwife","","",""
"DOH000000000029543","29543","KAYBAGAL NORTH BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION IV-A (CALABAR ZON)","040000000","CAVITE","042100000","TAGAYTAY CITY","042119000","KAYBAGAL NORTH","042119024","4120"," "," "," "," "," "," ","ROCILLO","ELISA","S.","Rural Health Midwife","","",""
"DOH000000000029544","29544","KAYBAGAL SOUTH BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION IV-A (CALABAR ZON)","040000000","CAVITE","042100000","TAGAYTAY CITY","042119000","KAYBAGAL SOUTH (POB.)","042119008","4120"," "," "," "," "," "," ","ROCILLO","ELISA","S.","Rural Health Midwife","","",""
"DOH000000000029545","29545","MAG-ASAWANG ILAT BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION IV-A (CALABAR ZON)","040000000","CAVITE","042100000","TAGAYTAY CITY","042119000","MAG-ASAWANG ILAT","042119010","4120"," "," "," "," "," "," ","ALCAZAR","ZENAIDA","S.","Rural Health Midwife","","",""
"DOH000000000029546","29546","MAHARLIKA EAST BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION IV-A (CALABAR ZON)","040000000","CAVITE","042100000","TAGAYTAY CITY","042119000","MAHARLIKA EAST","042119031","4120"," "," "," "," "," "," ","SANARES","DAN","T.","Public Health Nurse","","",""
"DOH000000000029547","29547","MAHARLIKA WEST BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION IV-A (CALABAR ZON)","040000000","CAVITE","042100000","TAGAYTAY CITY","042119000","MAHARLIKA WEST","042119011","4120"," "," "," "," "," "," ","SANARES","DAN","T.","Public Health Nurse","","",""
"DOH000000000029548","29548","MAITIM 2ND CENTRAL BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION IV-A (CALABAR ZON)","040000000","CAVITE","042100000","TAGAYTAY CITY","042119000","MAITIM 2ND CENTRAL","042119032","4120"," "," "," "," "," "," ","ALCAZAR","ZENAIDA","S.","Rural Health Midwife","","",""
"DOH000000000029549","29549","MAITIM 2ND EAST BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION IV-A (CALABAR ZON)","040000000","CAVITE","042100000","TAGAYTAY CITY","042119000","MAITIM 2ND EAST","042119012","4120"," "," "," "," "," "," ","SANARES","DAN","T.","Public Health Nurse","","",""
"DOH000000000029550","29550","MAITIM 2ND WEST BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION IV-A (CALABAR ZON)","040000000","CAVITE","042100000","TAGAYTAY CITY","042119000","MAITIM 2ND WEST","042119025","4120"," "," "," "," "," "," ","ALCAZAR","ZENAIDA","S.","Rural Health Midwife","","",""
"DOH000000000029551","29551","JULUGAN I BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION IV-A (CALABAR ZON)","040000000","CAVITE","042100000","TANZA","042120000","JULUGAN I","042120011","4108"," "," "," "," "," "," ","REDONDO","ESTELA","I.","Rural Health Midwife","","",""
"DOH000000000029552","29552","BARANGAY 4 POBLACION BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION IV-A (CALABAR ZON)","040000000","CAVITE","042100000","GEN. MARIANO ALVAREZ","042123000","BARANGAY  4 POBLACION","042123005","4117"," "," "," "," "," "," ","SALMONIN","EDNA","R.","Rural Health Midwife","","",""
"DOH000000000029554","29554","BARANGAY II-D RURAL HEALTH UNIT","BARANGAY II-D HEALTH CENTER","","","Rural Health Unit","Government","Local Government Unit","","PNR COMPOUND","","REGION IV-A (CALABAR ZON)","040000000","LAGUNA","043400000","SAN PABLO CITY","043424000","BARANGAY II-D (POB.)","043424008","4000","","","","","","","DIOSO","MARILYN","M.","Public Health Nurse","","",""
"DOH000000000029555","29555","CONCEPCION B BARANGAY HEALTH STATION","CONCEPCION BARANGAY HEALTH STATION","","","Barangay Health Station","Government","Local Government Unit","","","","REGION IV-A (CALABAR ZON)","040000000","LAGUNA","043400000","SAN PABLO CITY","043424000","CONCEPCION","043424035","4000","","","","","","","","","","","","",""
"DOH000000000029556","29556","DEL REMEDIO A BARANGAY HEALTH STATION","DEL REMEDIO BARANGAY HEALTH STATION","","","Barangay Health Station","Government","Local Government Unit","","","","REGION IV-A (CALABAR ZON)","040000000","LAGUNA","043400000","SAN PABLO CITY","043424000","DEL REMEDIO","043424036","4000","","","","","","","","","","","","",""
"DOH000000000029557","29557","SANTA MARIA BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION IV-A (CALABAR ZON)","040000000","LAGUNA","043400000","SAN PABLO CITY","043424000","SANTA MARIA","043424082","4000"," "," "," "," "," "," "," "," "," "," ","","",""
"DOH000000000029558","29558","SANTO CRISTO BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION IV-A (CALABAR ZON)","040000000","LAGUNA","043400000","SAN PABLO CITY","043424000","SANTO CRISTO","043424077","4000"," "," "," "," "," "," "," "," "," "," ","","",""
"DOH000000000029559","29559","ANTIPOLO RURAL HEALTH UNIT V"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","BUHANGINAN ANNEX"," ","REGION IV-A (CALABAR ZON)","040000000","RIZAL","045800000","CITY OF ANTIPOLO (Capital)","045802000","SAN JOSE (POB.)","045802008","1870"," "," "," "," "," "," ","VARGAS","ELIZABETH","G.","Public Health Nurse","","",""
"DOH000000000029560","29560","CCH RURAL HEALTH UNIT BIRTHING HOME 2","RODRIGUEZ RURAL HEALTH UNIT II","","","Rural Health Unit","Government","Local Government Unit","","MUNTING ILAW, KASIGLAHAN","","REGION IV-A (CALABAR ZON)","040000000","RIZAL","045800000","RODRIGUEZ (MONTALBAN)","045808000","SAN JOSE","045808010","1860","","","","","","","MENDADOR","MARIA CRISTINA","SELATINO","Public Health Nurse","","",""
"DOH000000000029561","29561","CCH RURAL HEALTH UNIT BIRTHING HOME 3","RODRIGUEZ RURAL HEALTH UNIT III","","","Rural Health Unit","Government","Local Government Unit","","SITIO TANAG","","REGION IV-A (CALABAR ZON)","040000000","RIZAL","045800000","RODRIGUEZ (MONTALBAN)","045808000","SAN ISIDRO","045808009","1860","","","","","","","OROCAY","EMILY ANN","APILLADO","Public Health Nurse","","",""
"DOH000000000029562","29562","CCH RURAL HEALTH UNIT BIRTHING HOME 4","RODRIGUEZ RURAL HEALTH UNIT IV","","","Rural Health Unit","Government","Local Government Unit","","SITIO WAWA","","REGION IV-A (CALABAR ZON)","040000000","RIZAL","045800000","RODRIGUEZ (MONTALBAN)","045808000","SAN RAFAEL","045808011","1860","","","","","","","PADILLA","LUZ","PACURSA","Public Health Nurse","","",""
"DOH000000000029572","29572","BALETE RELOCATION HEALTH CENTER","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION IV-A (CALABAR ZON)","040000000","BATANGAS","041000000","BATANGAS CITY (Capital)","041005000","BALETE","041005004","4200","","","","","","","MAGADIM","VICTORIA","D.","Rural Health Midwife","","",""
"DOH000000000029573","29573","SALABAN II BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION IV-A (CALABAR ZON)","040000000","BATANGAS","041000000","IBAAN","041010000","SALABAN  II","041010028","4230"," "," "," "," "," "," ","BENAMER","OFELIA","T.","Rural Health Midwife","","",""
"DOH000000000029574","29574","SANDALAN BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION IV-A (CALABAR ZON)","040000000","BATANGAS","041000000","IBAAN","041010000","SANDALAN","041010023","4230"," "," "," "," "," "," ","JUSI","FLORENTINA","V.","Rural Health Midwife","","",""
